4.546723973783424810e+01,4.520847240017999980e+01,4.818876064044707164e+01
3.959064267319698160e+01,3.913206030404065672e+01,3.984831961888148300e+01
3.387822361507740254e+01,3.398352105480020668e+01,3.477886165201171309e+01
2.982420824478843357e+01,3.037006616360393352e+01,3.204691096532200589e+01
2.759165133105934942e+01,2.822933583271899494e+01,3.076448688392970610e+01
2.817021787447877301e+01,2.841551921354091093e+01,3.108317766967886797e+01
3.062849482076521213e+01,3.039957045491240706e+01,3.218025263418630999e+01
3.476711881706001606e+01,3.418587149423021287e+01,3.504697471353147620e+01
3.992092748717305284e+01,3.929488745985014475e+01,4.018164672593854192e+01
4.652380093525798799e+01,4.625046316232224086e+01,4.718215631319204562e+01
