2.756140547044116573e+01
3.865459436931735127e+01
5.114285402090055754e+01
6.001773719878162439e+01
6.882210699066786219e+01
7.482739104879262015e+01
8.101131529131122022e+01
8.362412752575598063e+01
8.592276713461694726e+01
8.689527049230059674e+01
