3.628762415675132758e+01,3.615143435822378137e+01,3.639546095765108191e+01,1.035828175787578392e+10,3.581919883082829870e+01
3.052744275125158069e+01,3.046778491887494411e+01,3.043504300852515954e+01,4.147274274273722839e+10,2.991869258616861416e+01
2.636829781861454336e+01,2.622822558274268090e+01,2.605378253811223033e+01,3.253201471988937759e+10,2.591439293844862135e+01
2.473101078040471990e+01,2.438771755672916441e+01,2.410685134522622164e+01,4.489849207218597412e+10,2.450798846856721980e+01
2.421995473133627996e+01,2.378652996279181053e+01,2.354129018360628578e+01,1.036892837330438232e+11,2.427607195997563494e+01
2.426499642088706210e+01,2.402988430729651270e+01,2.394370672587443494e+01,1.672799538864041748e+11,2.436658091801373160e+01
2.541149565561697443e+01,2.545044866379740967e+01,2.553314996246050583e+01,3.495684732335488281e+11,2.560816859118710198e+01
2.741321083691873994e+01,2.757422791957094788e+01,2.758353696691590073e+01,5.205649886957634277e+11,2.745532482021176435e+01
3.016372564791887001e+01,3.034137896784730160e+01,3.022126895352304743e+01,7.326858480280561523e+11,3.010681205571523122e+01
3.519309862936123068e+01,3.535901032095699748e+01,3.515507837294084226e+01,5.335873048787680054e+11,3.518155925108954563e+01
