4.171271711663007142e-01,4.803349589164633837e-01,5.820470996298005018e-01,6.012145934811836678e-01,6.730822150844427698e-01,6.742899245066356073e-01,7.648157393111154612e-01,7.832313671614502537e-01,7.361207871319360718e-01,9.330733989111947846e-01,8.173526568473906684e-01,8.280986797627375440e-01,7.993860770707695851e-01,8.396875629750150116e-01,7.955617841938594781e-01,7.691343433731239188e-01,8.197416569100117734e-01,8.402014613725888870e-01,9.481980301823410562e-01,8.459309851718508355e-01
4.078033366291504702e-01,4.591358747745474811e-01,5.800321360253848368e-01,5.761239439657751538e-01,6.731732547871738248e-01,6.675228379432175396e-01,7.414287602669690225e-01,7.154023608346354868e-01,7.355085213225552865e-01,7.863276987818049735e-01,7.772465593936936923e-01,8.315324298592406960e-01,8.009998480449136427e-01,8.122795994944227438e-01,7.851446835047638517e-01,7.927687446547947436e-01,8.057071902736961944e-01,8.179769863547801112e-01,8.399834273771170645e-01,8.339861130775011455e-01
3.920595019218861554e-01,4.539872772420501246e-01,5.371642025775971163e-01,5.669086818881710066e-01,6.431513276923399580e-01,6.417988454385776809e-01,6.920060690578360152e-01,7.296029534258260396e-01,7.192355474482010624e-01,7.619846607778567593e-01,7.543487531109006605e-01,8.020174684261677234e-01,7.921054491369945438e-01,8.300405039277061192e-01,7.894953195923846145e-01,7.650342892051178456e-01,8.322703415820877915e-01,8.257115147712705827e-01,8.462971498637135159e-01,8.261148494978710621e-01
3.883580981111259822e-01,4.538316137657792404e-01,5.510826339935791518e-01,5.567285046122147918e-01,6.368741249765303980e-01,6.538604403040096935e-01,7.029597250282854093e-01,7.085410531530841327e-01,7.060236086583104864e-01,7.498790410011118013e-01,7.633733163537569366e-01,7.987879629143852522e-01,7.958677485689602538e-01,8.256752670913878323e-01,7.892337554314009518e-01,8.011043069654515403e-01,8.176420631089409419e-01,8.429285802290326091e-01,8.571149460661159347e-01,8.413701586381503450e-01
3.871396058888795233e-01,4.419541455052176104e-01,5.290426500050995351e-01,5.585258765456172503e-01,6.434873811934646026e-01,6.493409547618400612e-01,6.903909755503732093e-01,7.384796711091998755e-01,7.303443099226792912e-01,7.232891388120457066e-01,7.509705499663056338e-01,7.961217184869254782e-01,8.013950213679825740e-01,8.283985496136528903e-01,7.836115910900743886e-01,7.786252387002443598e-01,8.284073223849505174e-01,8.380188882857726451e-01,8.808413347380396052e-01,8.702213256049543544e-01
3.871145307695352256e-01,4.672591703554540565e-01,5.312733086774923397e-01,5.689196362508258664e-01,6.375901103044255835e-01,6.434782662573275136e-01,6.878603120900345091e-01,7.389813141414105502e-01,7.036991516644749423e-01,7.179365170920218864e-01,7.641453844605923251e-01,7.899267086616786893e-01,7.972748875892589071e-01,8.492438316835286827e-01,7.854502834818811730e-01,8.065380213575371604e-01,8.334465791809949620e-01,8.503703679615923772e-01,8.398964019328278852e-01,8.449130909013975455e-01
3.827213015503791449e-01,4.410271274887171411e-01,5.408537421560191127e-01,5.699803335145786631e-01,6.202864399949877816e-01,6.468934292246663054e-01,6.810646659535058989e-01,7.136572298940652148e-01,7.496182012625730584e-01,7.534510005762263818e-01,7.729147008525549811e-01,8.434650738357504229e-01,8.389288624765957048e-01,8.635654931980062399e-01,8.073795774003906800e-01,7.873819540708038023e-01,8.794184450413170540e-01,8.552753989039411087e-01,8.580345735826055975e-01,8.660263859452822510e-01
3.872558845368543889e-01,4.380784289026392053e-01,5.240742881841577994e-01,5.571720164855219481e-01,6.218495003006998534e-01,6.341825979104042110e-01,6.835191733744008236e-01,7.166131617041264779e-01,7.197803076916355902e-01,7.339337191566555063e-01,7.708715646300002833e-01,8.043066957011979490e-01,8.125677433999273225e-01,8.990503822961849467e-01,8.416547933626828959e-01,8.467442808707708046e-01,8.878184348529444270e-01,8.975591866410366215e-01,8.791937550122211897e-01,8.448820183408206619e-01
3.847769708386656884e-01,4.389213491376418586e-01,5.166584362050929968e-01,5.678238020204495751e-01,6.234907017035340449e-01,6.404317390252267650e-01,6.929303183183128656e-01,7.488753807384475047e-01,7.465257731835298616e-01,7.670812284597388064e-01,7.815049707259447143e-01,8.358229994907089289e-01,8.583223182976392751e-01,9.077602798761235103e-01,8.382545331066955097e-01,8.407079608337491017e-01,8.928965609688105376e-01,9.070707980794886494e-01,8.937763464645883671e-01,8.852663831058664723e-01
3.886379255656713938e-01,4.440804522493294049e-01,5.222551298362413386e-01,5.814776761227532509e-01,6.274168290627540889e-01,6.449918642443240868e-01,7.350078194785359953e-01,7.684510772969770365e-01,7.268701250450474438e-01,7.658805105619990172e-01,8.059095691371166437e-01,8.314228377765483513e-01,8.501934034246961813e-01,8.915132881322206382e-01,8.574777886184602460e-01,8.466960991481425891e-01,8.676294768873049623e-01,9.131620161209577091e-01,9.184511627545345336e-01,8.979973656100103119e-01
3.782152844656745949e-01,4.446688735117202418e-01,5.222325980014999036e-01,5.661686007077301186e-01,6.342524092804414648e-01,6.361040089202651959e-01,7.335366851593425608e-01,7.242798271135336696e-01,7.571730485795401533e-01,7.717941455102218518e-01,8.187735867137813095e-01,8.367892801879383002e-01,8.437971618146989927e-01,9.481128085645356141e-01,8.861950625398201664e-01,8.624423026022927097e-01,8.980894416801619151e-01,9.257554572704734808e-01,9.203669072913523985e-01,9.093355451991287364e-01
3.766833946836105618e-01,4.418453775754864754e-01,5.243269922408686501e-01,5.738636514015997836e-01,6.474344524592019479e-01,6.671743400357598164e-01,7.178802690366913319e-01,7.415871504458378949e-01,7.510959591733057383e-01,7.883214178929845994e-01,8.038170090270904122e-01,8.486032902825203506e-01,8.856289334062984464e-01,8.997318272752519164e-01,8.590331249830684968e-01,8.631956227283160699e-01,8.865328170402422270e-01,9.210607071675497304e-01,9.140246008914371112e-01,9.070223214206870610e-01
4.026092144925536576e-01,4.491582312483916595e-01,5.195975853563973290e-01,5.802620718498312513e-01,6.420095537150710685e-01,6.556344617326682611e-01,7.469075728202760889e-01,7.613147065519029200e-01,7.451974805186142303e-01,7.980489725859341021e-01,8.160651106014286116e-01,8.626048509011194909e-01,8.593095050083381370e-01,9.548353170668172352e-01,9.088580066457420115e-01,8.733571094289770409e-01,9.185372001755316429e-01,9.162735752849188176e-01,9.235642564937789345e-01,9.088371794074692200e-01
3.828984366777036796e-01,4.510991881425694405e-01,5.423608848359691148e-01,5.870788427420270406e-01,6.588754487832312323e-01,6.713319076455321888e-01,7.236915325268087340e-01,7.699969563465691724e-01,7.634602968974573134e-01,8.127387648896259309e-01,8.090762776692049796e-01,8.400818782555811159e-01,8.972724744449471768e-01,9.484887870625723361e-01,8.561250009284998574e-01,8.804159633826923459e-01,9.259790749354940287e-01,9.371356398634723694e-01,9.590189795142397555e-01,9.189772170222726411e-01
3.778350695620226185e-01,4.298151322794252494e-01,5.415282094241927746e-01,5.895428947300499489e-01,6.629576587495620288e-01,6.696314618768087756e-01,7.377527147389632001e-01,7.711209413610606855e-01,7.587680862075794064e-01,8.125143273822809098e-01,8.450114055486062092e-01,8.380895880555045974e-01,9.014765036242619045e-01,9.116256329952842075e-01,8.692022488473837294e-01,8.732250178803326879e-01,9.379457313231278626e-01,9.538359896996316811e-01,9.362879337653940981e-01,9.101239827310263486e-01
3.888346434263515450e-01,4.416617314423819662e-01,5.300314929330687264e-01,5.984260366202813763e-01,6.604708483226772175e-01,6.890579982791346092e-01,7.236992879916593902e-01,8.078411512196189692e-01,7.687525637078413965e-01,8.155459808769536245e-01,8.398271614966450471e-01,8.616947229139223507e-01,8.792314796875336791e-01,9.388304313736214324e-01,8.886808855608669955e-01,8.835932032997693142e-01,9.271641733140579822e-01,9.522959166147416665e-01,9.797494344936611421e-01,9.539823612556174171e-01
3.842662713494274240e-01,4.652357051336440952e-01,5.413703685320629955e-01,5.805630168631200627e-01,6.784415102638505779e-01,6.813904087588774638e-01,7.283365571157097706e-01,7.838394029814004238e-01,7.877622569065871883e-01,8.112541847656719041e-01,8.271978556525555470e-01,8.644921893955663794e-01,9.023319897863191219e-01,9.631321307181394120e-01,8.880056726483296359e-01,8.836275051465539709e-01,9.583158941695409938e-01,9.425817944648581248e-01,9.417834239896610837e-01,9.285553971260662731e-01
