4.892892557270206999e-01,5.624774717769406296e-01,6.592511964597709273e-01,6.590895498129680785e-01,6.959667977684117490e-01,6.578917793172065487e-01,7.372078356734400595e-01,7.808602923559816444e-01,7.516670958019862070e-01,1.118780286412704328e+00,7.989321336138456298e-01,7.938349624787902625e-01,7.957945221883172549e-01,8.183472547629102589e-01,8.327494023449453220e-01,8.001828334317612201e-01,8.246233336308477213e-01,8.416229251451240456e-01,1.203216380477723835e+00,8.429790768143239355e-01
4.944815499285704630e-01,5.388449822881625773e-01,6.458250373971387015e-01,6.181474701676763495e-01,7.072859948680124687e-01,6.573247427642078256e-01,7.049599278352196574e-01,7.147457482619646862e-01,7.435093901777984904e-01,7.688146426567480374e-01,7.613479608653730413e-01,8.294767476817166418e-01,8.088456859736673499e-01,8.048564444431122178e-01,8.303725760329166983e-01,8.238776809872807583e-01,8.430979500091168033e-01,8.402394776354132899e-01,8.487176742395252660e-01,8.448687803474703717e-01
4.745386491255245143e-01,5.440354833204017471e-01,6.109006956262886812e-01,6.093689874206230650e-01,6.625582062360773072e-01,6.315211958017946658e-01,6.905834498061751425e-01,7.134360356728980390e-01,7.258529289363053749e-01,7.559991297005594912e-01,7.565241184574563738e-01,7.756707419747980170e-01,8.025206008482462794e-01,8.045174297263952834e-01,8.583522702237770252e-01,7.808958324838212173e-01,8.651165305710946107e-01,8.576263817441669435e-01,8.697447980659673838e-01,8.545067550471584505e-01
4.716262778798740452e-01,5.271022760013923669e-01,6.180993404461672114e-01,6.123152291272768721e-01,6.687141489865382482e-01,6.588133349970994868e-01,7.045402971701480999e-01,7.210041197003563829e-01,7.048008493437094568e-01,7.593144354878527125e-01,7.601101682308120111e-01,7.915433871076411609e-01,7.803002300859103180e-01,8.055920806080445473e-01,8.279508451931992807e-01,7.942746240209624942e-01,8.609239783297858439e-01,8.455852014490690127e-01,8.896673258612218804e-01,8.662447763006217993e-01
4.710470536130121344e-01,5.354338917909031714e-01,6.055318454054509081e-01,6.012022408586823463e-01,6.707066676145725381e-01,6.378939574439789206e-01,7.108039204923529697e-01,7.425018681059301073e-01,7.337981597963247893e-01,7.477826923916941482e-01,7.663439061624642834e-01,8.050596688899616105e-01,8.049412330208650657e-01,8.056278969457103534e-01,8.685069948482559976e-01,8.151357186313024084e-01,8.606677979687455959e-01,8.587112352606635080e-01,9.079722457192089813e-01,9.371803603051483966e-01
4.674099532031831816e-01,5.329859573234120296e-01,6.250256532925385633e-01,6.132716681663760161e-01,6.480147313503306084e-01,6.624477488413347270e-01,7.039469440857641924e-01,7.228443317583803651e-01,7.100711620941407842e-01,7.349452252640331640e-01,7.496356655511112743e-01,7.922390286691533001e-01,7.907558821269059512e-01,8.200126730046464196e-01,8.431376483001050692e-01,8.495664869949854925e-01,8.734512989157747764e-01,8.734023458480930646e-01,8.872623971639621576e-01,8.928839154465156858e-01
4.741741116136117817e-01,5.218834073089092529e-01,6.072409104586753426e-01,6.452648702937360259e-01,6.415206937813975330e-01,6.661140952513728841e-01,6.946570282191031342e-01,7.190290555810191497e-01,7.486089414324887947e-01,7.361980646306779397e-01,7.852824367649025028e-01,8.841942086772042186e-01,8.782884949063267666e-01,8.177984266105337019e-01,8.576706144763435180e-01,8.202758975672337360e-01,8.901321900092579176e-01,8.880631362438108356e-01,8.749674911460630922e-01,8.734399321246455461e-01
4.694012362708473440e-01,5.278990704767848596e-01,6.267621023293254989e-01,6.020942715366912612e-01,6.555823375589053814e-01,6.660977434550011678e-01,6.993051773718940156e-01,7.429646230671884677e-01,7.270626262765513825e-01,7.466208931314544106e-01,7.808465419449494016e-01,8.006310491012454955e-01,8.548329097865405846e-01,8.386518886712304166e-01,8.603406559348064642e-01,8.775320660924108562e-01,9.392102838020052191e-01,9.145085138503314948e-01,8.906438639935073676e-01,8.731596164381354441e-01
4.726258987558715763e-01,5.280902280705768170e-01,6.190624310375606454e-01,6.058138613817133367e-01,6.518583519689089556e-01,6.485541109571468787e-01,6.807202134252499093e-01,7.374308851829766143e-01,7.409500630553321754e-01,7.614012966927838910e-01,7.725721897080463085e-01,8.458727598558934968e-01,8.825612118004325657e-01,8.628928465147811533e-01,8.688811682201648123e-01,8.955571154287486069e-01,8.889759396422298732e-01,9.316884505041747033e-01,8.922248128862882988e-01,9.240511206738807326e-01
4.663062618840429496e-01,5.305608702574553526e-01,6.137374032062791196e-01,6.315964168657308697e-01,6.733702235048354412e-01,6.708293188952649810e-01,6.997497392085548773e-01,7.454586681217150179e-01,7.236728884371456116e-01,7.669983636933016546e-01,8.276476292326468975e-01,8.351881489419844540e-01,8.677435523417792451e-01,8.599716960207304250e-01,9.130878502839809840e-01,8.995903762785208979e-01,8.827188636415908007e-01,9.550831731246891554e-01,9.270339213599982919e-01,9.144787234859955705e-01
