47.81,719.06,645.16,100.5,398.74,1100.8,695.52,1084.5,709.93,994.86,721.03,1309.5,691.74,1136,500.31,879.73,665.45,303.52,205,502.93,255.49,371.82,329,348.51,469.28,231.48,262.27,48.779,287.44,146.06,571.91,629.25
47.811,691.06,605.16,60.496,341.74,1073.8,652.52,1049.5,702.93,1026.9,732.03,1273.5,687.74,1122,516.31,867.73,651.45,345.52,252,585.93,323.49,454.82,390,407.51,485.28,271.48,327.27,124.78,286.44,207.06,555.91,603.25
47.812,698.06,582.16,26.496,330.74,1039.8,626.52,1007.5,686.93,1022.9,696.03,1238.5,689.74,1084,520.31,842.73,639.45,391.52,357,685.93,451.49,551.82,443,495.51,498.28,320.48,402.27,186.78,374.44,269.06,593.91,627.25
47.813,690.06,540.16,-10.504,302.74,980.77,595.52,924.52,637.93,975.86,648.03,1156.5,650.74,1008,500.31,806.73,584.45,481.52,390,650.93,508.49,601.82,497,528.51,529.28,395.48,426.27,264.78,411.44,364.06,608.91,620.25
47.814,621.06,444.16,-104.5,171.74,862.77,521.52,809.52,592.93,942.86,596.03,1070.5,597.74,960.99,444.31,741.73,554.45,445.52,417,608.93,487.49,544.82,520,535.51,562.28,461.48,436.27,311.78,386.44,384.06,590.91,574.25
47.814,615.06,401.16,-144.5,72.737,780.77,465.52,696.52,571.93,917.86,541.03,966.46,599.74,903.99,427.31,709.73,545.45,371.52,430,635.93,491.49,576.82,503,491.51,507.28,423.48,430.27,248.78,356.44,340.06,572.91,528.25
47.815,677.06,449.16,-103.5,152.74,806.77,532.52,688.52,633.93,978.86,605.03,947.46,675.74,938.99,519.31,773.73,564.45,402.52,486,628.93,502.49,639.82,520,517.51,537.28,470.48,443.27,330.78,356.44,409.06,608.91,582.25
47.816,747.06,513.16,-71.504,256.74,854.77,639.52,757.52,738.93,1075.9,706.03,1046.5,767.74,1027,571.31,820.73,648.45,485.52,569,641.93,515.49,673.82,538,599.51,637.28,579.48,510.27,483.78,420.44,504.06,700.91,668.25
47.817,876.06,625.16,27.496,353.74,934.77,722.52,833.52,818.93,1192.9,795.03,1153.5,890.74,1107,619.31,897.73,732.45,548.52,585,651.93,589.49,777.82,622,645.51,754.28,634.48,624.27,536.78,555.44,587.06,815.91,777.25
47.818,918.06,672.16,96.496,385.74,973.77,737.52,854.52,841.93,1270.9,841.03,1191.5,973.74,1171,691.31,996.73,756.45,544.52,580,672.93,617.49,793.82,685,700.51,842.28,646.48,674.27,533.78,598.44,598.06,850.91,847.25
47.818,845.06,596.16,62.496,327.74,964.77,697.52,841.52,806.93,1179.9,808.03,1166.5,889.74,1152,672.31,978.73,758.45,502.52,530,694.93,562.49,680.82,621,676.51,754.28,549.48,609.27,413.78,543.44,503.06,764.91,771.25
47.819,833.06,575.16,50.496,342.74,971.77,682.52,867.52,798.93,1120.9,770.03,1165.5,822.74,1129,603.31,919.73,733.45,396.52,467,606.93,512.49,602.82,589,612.51,651.28,486.48,550.27,316.78,498.44,448.06,703.91,699.25
47.82,837.06,580.16,22.496,324.74,957.77,664.52,864.52,796.93,1129.9,734.03,1163.5,817.74,1087,529.31,858.73,659.45,366.52,435,561.93,483.49,599.82,595,605.51,627.28,481.48,525.27,325.78,457.44,416.06,668.91,658.25
47.821,801.06,524.16,-30.504,218.74,926.77,613.52,790.52,734.93,1070.9,700.03,1094.5,786.74,1052,555.31,854.73,654.45,384.52,400,556.93,430.49,587.82,571,564.51,586.28,404.48,481.27,246.78,435.44,369.06,629.91,605.25
47.822,784.06,512.16,-49.504,206.74,860.77,569.52,715.52,685.93,1074.9,693.03,1000.5,772.74,1029,573.31,854.73,637.45,293.52,406,503.93,434.49,536.82,561,595.51,585.28,369.48,496.27,215.78,437.44,349.06,624.91,585.25
47.822,826.06,530.16,-122.5,233.74,782.77,570.52,656.52,712.93,1147.9,729.03,924.46,794.74,944.99,520.31,802.73,575.45,306.52,412,479.93,482.49,527.82,622,696.51,660.28,418.48,580.27,312.78,445.44,375.06,645.91,611.25
47.823,804.06,484.16,-220.5,187.74,750.77,547.52,594.52,720.93,1144.9,703.03,893.46,807.74,919.99,523.31,787.73,552.45,317.52,385,447.93,437.49,546.82,639,671.51,694.28,435.48,584.27,321.78,442.44,399.06,668.91,632.25
47.824,725.06,423.16,-258.5,133.74,697.77,496.52,567.52,642.93,1092.9,633.03,887.46,763.74,914.99,500.31,746.73,505.45,241.52,382,427.93,398.49,507.82,585,606.51,649.28,419.48,526.27,288.78,440.44,371.06,640.91,593.25
47.825,788.06,453.16,-244.5,153.74,696.77,547.52,600.52,682.93,1139.9,694.03,892.46,816.74,904.99,534.31,780.73,536.45,265.52,378,467.93,423.49,522.82,634,646.51,692.28,454.48,556.27,325.78,482.44,375.06,667.91,638.25
47.826,869.06,532.16,-214.5,233.74,716.77,613.52,591.52,780.93,1209.9,748.03,879.46,896.74,939.99,576.31,823.73,586.45,315.52,434,520.93,483.49,631.82,711,712.51,795.28,521.48,638.27,342.78,572.44,444.06,780.91,741.25
47.826,884.06,513.16,-229.5,237.74,629.77,593.52,522.52,752.93,1202.9,731.03,817.46,886.74,896.99,539.31,758.73,536.45,350.52,500,576.93,515.49,670.82,718,744.51,800.28,571.48,683.27,391.78,620.44,513.06,807.91,749.25
47.827,886.06,473.16,-274.5,196.74,594.77,570.52,486.52,760.93,1209.9,749.03,762.46,896.74,827.99,552.31,748.73,511.45,393.52,496,635.93,534.49,675.82,761,807.51,819.28,634.48,734.27,528.78,642.44,572.06,798.91,757.25
47.828,818.06,457.16,-339.5,158.74,558.77,524.52,435.52,734.93,1176.9,719.03,712.46,849.74,782.99,526.31,711.73,488.45,411.52,530,676.93,592.49,679.82,763,811.51,837.28,646.48,740.27,555.78,668.44,590.06,798.91,775.25
47.829,799.06,419.16,-400.5,115.74,498.77,482.52,402.52,698.93,1159.9,676.03,659.46,834.74,743.99,474.31,651.73,459.45,451.52,559,703.93,640.49,681.82,733,782.51,807.28,633.48,719.27,502.78,646.44,590.06,762.91,761.25
47.83,841.06,442.16,-394.5,159.74,534.77,508.52,425.52,735.93,1192.9,680.03,666.46,896.74,741.99,485.31,676.73,467.45,572.52,552,711.93,669.49,696.82,747,822.51,818.28,638.48,725.27,497.78,642.44,587.06,739.91,744.25
47.83,837.06,454.16,-373.5,178.74,548.77,502.52,428.52,711.93,1139.9,629.03,707.46,865.74,723.99,471.31,665.73,449.45,611.52,578,722.93,629.49,665.82,717,806.51,789.28,626.48,697.27,491.78,659.44,565.06,714.91,704.25
47.831,826.06,456.16,-323.5,178.74,574.77,495.52,480.52,725.93,1123.9,626.03,772.46,848.74,744.99,474.31,660.73,437.45,591.52,630,761.93,649.49,700.82,720,794.51,791.28,663.48,717.27,549.78,689.44,607.06,727.91,705.25
47.832,800.06,490.16,-250.5,206.74,631.77,524.52,567.52,742.93,1120.9,703.03,830.46,860.74,816.99,502.31,681.73,472.45,637.52,629,777.93,695.49,741.82,718,785.51,846.28,678.48,734.27,582.78,717.44,640.06,770.91,743.25
47.833,807.06,488.16,-242.5,196.74,659.77,523.52,607.52,735.93,1098.9,724.03,857.46,844.74,824.99,470.31,667.73,515.45,598.52,614,737.93,622.49,703.82,683,747.51,846.28,664.48,700.27,536.78,713.44,610.06,792.91,771.25
47.834,812.06,493.16,-257.5,211.74,691.77,531.52,633.52,751.93,1112.9,700.03,874.46,845.74,814.99,432.31,676.73,505.45,529.52,599,695.93,600.49,663.82,691,743.51,820.28,611.48,677.27,484.78,659.44,587.06,783.91,761.25
47.834,773.06,486.16,-250.5,201.74,694.77,507.52,642.52,712.93,1068.9,655.03,845.46,832.74,825.99,422.31,664.73,488.45,515.52,516,692.93,622.49,605.82,659,695.51,765.28,527.48,643.27,421.78,587.44,542.06,728.91,693.25
47.835,784.06,462.16,-238.5,171.74,711.77,484.52,661.52,707.93,1062.9,653.03,866.46,836.74,839.99,453.31,677.73,518.45,489.52,498,718.93,626.49,569.82,628,687.51,734.28,555.48,640.27,450.78,588.44,525.06,705.91,680.25
47.836,747.06,428.16,-260.5,149.74,717.77,487.52,672.52,682.93,1039.9,648.03,900.46,797.74,850.99,465.31,687.73,499.45,450.52,485,725.93,619.49,542.82,583,701.51,675.28,549.48,571.27,435.78,546.44,504.06,659.91,650.25
47.837,674.06,382.16,-306.5,110.74,646.77,431.52,600.52,611.93,971.86,601.03,818.46,715.74,788.99,412.31,593.73,434.45,407.52,400,605.93,532.49,489.82,491,588.51,546.28,474.48,431.27,335.78,383.44,414.06,548.91,524.25
47.838,626.06,364.16,-327.5,72.737,595.77,385.52,546.52,567.93,936.86,574.03,771.46,668.74,734.99,387.31,540.73,389.45,367.52,348,557.93,450.49,414.82,455,460.51,478.28,429.48,359.27,297.78,266.44,364.06,471.91,455.25
47.838,578.06,346.16,-347.5,52.737,625.77,386.52,573.52,518.93,877.86,543.03,797.46,628.74,727.99,342.31,526.73,363.45,322.52,280,622.93,437.49,351.82,451,421.51,456.28,377.48,331.27,251.78,258.44,341.06,459.91,471.25
47.839,537.06,285.16,-424.5,33.737,567.77,334.52,494.52,458.93,796.86,490.03,708.46,577.74,664.99,261.31,456.73,320.45,254.52,165,481.93,334.49,249.82,344,346.51,368.28,261.48,247.27,126.78,165.44,225.06,414.91,442.25
47.84,504.06,250.16,-474.5,9.7372,491.77,292.52,409.52,407.93,744.86,441.03,643.46,522.74,649.99,286.31,488.73,306.45,196.52,92.005,383.93,221.49,175.82,256,253.51,292.28,145.48,167.27,32.779,88.443,114.06,355.91,396.25
47.841,502.06,244.16,-481.5,-16.263,518.77,272.52,439.52,398.93,723.86,448.03,682.46,507.74,641.99,307.31,525.73,309.45,104.52,45.005,318.93,167.49,153.82,239,227.51,292.28,135.48,144.27,10.779,103.44,79.064,359.91,398.25
47.842,510.06,221.16,-506.5,-46.263,466.77,251.52,407.52,426.93,703.86,466.03,620.46,539.74,570.99,281.31,441.73,304.45,1.5184,-7.995,229.93,127.49,92.824,182,214.51,293.28,128.48,115.27,-31.221,50.443,76.064,361.91,379.25
47.842,572.06,302.16,-412.5,13.737,519.77,353.52,443.52,506.93,786.86,534.03,672.46,613.74,679.99,382.31,554.73,397.45,27.518,35.005,345.93,211.49,131.82,239,271.51,395.28,142.48,202.27,-3.2207,130.44,124.06,432.91,416.25
47.843,640.06,401.16,-291.5,106.74,671.77,442.52,575.52,559.93,851.86,610.03,841.46,682.74,838.99,486.31,704.73,497.45,111.52,90.005,368.93,242.49,191.82,319,325.51,479.28,190.48,292.27,24.779,231.44,141.06,516.91,499.25
47.844,675.06,432.16,-231.5,167.74,740.77,480.52,671.52,612.93,852.86,616.03,911.46,710.74,893.99,531.31,743.73,553.45,155.52,100,435.93,235.49,239.82,307,328.51,478.28,215.48,287.27,42.779,243.44,149.06,533.91,549.25
47.845,665.06,449.16,-199.5,195.74,771.77,490.52,697.52,628.93,870.86,606.03,934.46,662.74,903.99,516.31,766.73,565.45,95.518,108,511.93,246.49,234.82,294,330.51,504.28,189.48,292.27,70.779,265.44,161.06,512.91,545.25
47.846,606.06,411.16,-242.5,150.74,719.77,438.52,651.52,539.93,801.86,551.03,894.46,595.74,832.99,437.31,670.73,513.45,32.518,116,437.93,225.49,196.82,307,318.51,443.28,145.48,249.27,-6.2207,175.44,126.06,454.91,489.25
47.846,603.06,405.16,-271.5,141.74,719.77,452.52,640.52,553.93,782.86,555.03,893.46,598.74,793.99,410.31,620.73,482.45,144.52,166,519.93,299.49,259.82,337,362.51,395.28,175.48,271.27,-6.2207,187.44,141.06,461.91,507.25
47.847,576.06,370.16,-318.5,109.74,688.77,405.52,566.52,549.93,779.86,557.03,865.46,581.74,753.99,424.31,631.73,464.45,215.52,164,601.93,309.49,249.82,296,360.51,399.28,166.48,284.27,18.779,218.44,151.06,433.91,472.25
47.848,507.06,260.16,-412.5,-11.263,576.77,315.52,429.52,470.93,719.86,448.03,757.46,555.74,688.99,377.31,585.73,418.45,203.52,156,626.93,308.49,264.82,300,325.51,349.28,162.48,225.27,6.7793,113.44,149.06,330.91,364.25
47.849,437.06,183.16,-516.5,-83.263,512.77,272.52,345.52,425.93,707.86,372.03,648.46,503.74,594.99,208.31,431.73,277.45,245.52,155,603.93,316.49,261.82,324,350.51,295.28,180.48,239.27,39.779,92.443,133.06,276.91,296.25
47.85,435.06,153.16,-567.5,-98.263,449.77,239.52,274.52,378.93,706.86,370.03,565.46,486.74,540.99,211.31,391.73,223.45,261.52,148,560.93,262.49,207.82,291,317.51,304.28,169.48,247.27,48.779,92.443,123.06,297.91,280.25
47.85,483.06,161.16,-559.5,-120.26,419.77,244.52,244.52,372.93,734.86,377.03,570.46,534.74,597.99,301.31,484.73,281.45,253.52,234,629.93,305.49,319.82,295,314.51,372.28,193.48,255.27,95.779,150.44,178.06,366.91,360.25
47.851,387.06,110.16,-623.5,-196.26,347.77,170.52,205.52,301.93,666.86,304.03,513.46,452.74,512.99,195.31,361.73,197.45,212.52,212,662.93,270.49,309.82,255,308.51,364.28,178.48,216.27,100.78,175.44,128.06,318.91,313.25
47.852,292.06,52.161,-684.5,-256.26,259.77,99.516,141.52,233.93,560.86,237.03,417.46,355.74,391.99,114.31,250.73,122.45,183.52,110,601.93,207.49,184.82,180,225.51,284.28,162.48,150.27,60.779,40.443,85.064,224.91,185.25
47.853,321.06,74.161,-677.5,-217.26,312.77,141.52,201.52,272.93,582.86,271.03,459.46,355.74,403.99,123.31,282.73,138.45,172.52,107,590.93,239.49,221.82,155,211.51,264.28,217.48,192.27,79.779,12.443,148.06,258.91,224.25
47.854,356.06,101.16,-637.5,-159.26,391.77,178.52,262.52,310.93,590.86,306.03,537.46,387.74,426.99,158.31,307.73,172.45,123.52,104,617.93,193.49,217.82,179,246.51,321.28,253.48,217.27,110.78,84.443,146.06,296.91,283.25
47.854,373.06,124.16,-638.5,-148.26,364.77,189.52,193.52,340.93,637.86,336.03,514.46,462.74,444.99,171.31,327.73,220.45,81.518,88.005,545.93,169.49,154.82,204,267.51,377.28,202.48,236.27,101.78,112.44,97.064,305.91,297.25
47.855,436.06,154.16,-626.5,-134.26,322.77,218.52,162.52,395.93,744.86,402.03,484.46,527.74,451.99,229.31,348.73,233.45,59.518,84.005,560.93,206.49,163.82,204,275.51,393.28,146.48,251.27,38.779,115.44,72.064,338.91,337.25
47.856,485.06,164.16,-590.5,-116.26,299.77,240.52,166.52,442.93,748.86,441.03,518.46,545.74,468.99,253.31,377.73,231.45,78.518,56.005,572.93,189.49,141.82,201,272.51,368.28,130.48,212.27,43.779,93.443,68.064,323.91,345.25
47.857,456.06,177.16,-621.5,-127.26,296.77,247.52,148.52,433.93,747.86,427.03,518.46,538.74,518.99,212.31,404.73,239.45,35.518,5.005,465.93,156.49,97.824,192,266.51,329.28,94.483,201.27,39.779,60.443,47.064,300.91,306.25
47.858,458.06,227.16,-570.5,-96.263,360.77,281.52,190.52,439.93,758.86,441.03,520.46,515.74,528.99,267.31,420.73,259.45,29.518,13.005,456.93,150.49,122.82,200,259.51,344.28,80.483,187.27,-37.221,63.443,19.064,330.91,328.25
47.858,452.06,232.16,-548.5,-77.263,363.77,288.52,205.52,427.93,701.86,446.03,531.46,479.74,488.99,238.31,396.73,243.45,127.52,75.005,502.93,187.49,164.82,196,265.51,335.28,100.48,172.27,-34.221,73.443,30.064,340.91,380.25
47.859,348.06,108.16,-692.5,-198.26,227.77,171.52,90.519,313.93,645.86,355.03,428.46,416.74,415.99,164.31,331.73,181.45,40.518,26.005,558.93,166.49,122.82,111,202.51,191.28,20.483,80.271,-80.221,-48.557,-55.936,227.91,262.25
47.86,214.06,-27.839,-785.5,-314.26,141.77,31.516,-15.481,188.93,529.86,264.03,315.46,292.74,332.99,144.31,252.73,124.45,-70.482,-68.995,502.93,74.493,46.824,39,93.51,90.285,-83.517,-36.729,-165.22,-152.56,-170.94,107.91,129.25
47.861,311.06,62.161,-683.5,-213.26,251.77,109.52,91.519,264.93,581.86,344.03,414.46,380.74,384.99,163.31,291.73,188.45,53.518,42.005,555.93,176.49,136.82,178,195.51,272.28,47.483,118.27,-15.221,-8.5567,-14.936,263.91,281.25
47.862,533.06,222.16,-539.5,-80.263,378.77,296.52,235.52,455.93,796.86,507.03,555.46,600.74,516.99,295.31,429.73,300.45,209.52,240,801.93,352.49,332.82,330,358.51,468.28,240.48,305.27,195.78,182.44,209.06,455.91,454.25
47.862,466.06,159.16,-574.5,-142.26,330.77,262.52,170.52,406.93,745.86,473.03,501.46,517.74,499.99,283.31,385.73,228.45,228.52,222,771.93,311.49,331.82,264,281.51,348.28,216.48,228.27,157.78,127.44,169.06,361.91,364.25
47.863,378.06,86.161,-662.5,-212.26,248.77,147.52,116.52,331.93,691.86,388.03,424.46,462.74,410.99,153.31,260.73,139.45,149.52,115,630.93,235.49,196.82,212,217.51,229.28,121.48,162.27,71.779,24.443,70.064,261.91,269.25
47.864,406.06,78.161,-693.5,-229.26,224.77,114.52,64.519,329.93,721.86,380.03,388.46,466.74,390.99,218.31,279.73,162.45,81.518,70.005,574.93,195.49,158.82,199,222.51,247.28,57.483,160.27,42.779,69.443,34.064,234.91,238.25
47.865,323.06,-40.839,-759.5,-311.26,135.77,33.516,-95.481,227.93,631.86,307.03,286.46,338.74,334.99,238.31,245.73,133.45,83.518,19.005,499.93,127.49,147.82,132,168.51,230.28,43.483,108.27,6.7793,45.443,10.064,201.91,187.25
47.866,312.06,-113.84,-785.5,-358.26,78.766,-6.4844,-126.48,220.93,621.86,292.03,252.46,347.74,267.99,162.31,205.73,96.451,105.52,50.005,464.93,112.49,153.82,166,215.51,274.28,122.48,135.27,54.779,34.443,83.064,253.91,236.25
47.866,338.06,-101.84,-770.5,-367.26,102.77,-2.4844,-94.481,240.93,610.86,274.03,302.46,365.74,296.99,164.31,241.73,90.451,125.52,94.005,489.93,120.49,196.82,228,244.51,295.28,148.48,153.27,74.779,53.443,77.064,267.91,249.25
47.867,244.06,-152.84,-813.5,-394.26,52.766,-49.484,-117.48,169.93,512.86,194.03,278.46,273.74,260.99,30.313,143.73,29.451,148.52,106,493.93,163.49,198.82,200,176.51,225.28,125.48,98.271,67.779,-31.557,21.064,220.91,188.25
47.868,128.06,-214.84,-894.5,-431.26,-4.2341,-116.48,-134.48,78.928,415.86,140.03,183.46,144.74,131.99,-70.687,46.725,-56.549,137.52,101,439.93,177.49,141.82,137,79.51,58.285,44.483,1.2714,-37.221,-135.56,-0.93617,80.91,57.251
47.869,38.064,-290.84,-962.5,-507.26,-32.234,-189.48,-206.48,-25.072,321.86,71.033,94.46,64.736,65.992,-31.687,12.725,-111.55,112.52,-46.995,389.93,106.49,37.824,34,-12.49,-108.72,-133.52,-98.729,-253.22,-243.56,-142.94,-83.09,-143.75
47.87,4.0642,-333.84,-957.5,-542.26,-84.234,-229.48,-260.48,-62.072,311.86,41.033,88.46,79.736,61.992,-62.687,-32.275,-125.55,76.518,-104,316.93,41.493,-16.176,-42,-57.49,-103.72,-233.52,-127.73,-355.22,-334.56,-241.94,-91.09,-182.75
47.87,-25.936,-317.84,-935.5,-521.26,-78.234,-244.48,-221.48,-57.072,301.86,14.033,109.46,32.736,73.992,-78.687,-23.275,-137.55,50.518,-52.995,262.93,-19.507,-16.176,-44,-127.49,-135.72,-239.52,-160.73,-368.22,-383.56,-235.94,-122.09,-179.75
47.871,-57.936,-328.84,-963.5,-531.26,-64.234,-252.48,-216.48,-65.072,256.86,-33.967,88.46,3.7358,39.992,-104.69,-38.275,-167.55,23.518,-73.995,282.93,-42.507,-77.176,-34,-122.49,-189.72,-214.52,-165.73,-313.22,-394.56,-227.94,-157.09,-210.75
47.872,-43.936,-339.84,-995.5,-575.26,-87.234,-274.48,-233.48,-68.072,279.86,-59.967,73.46,32.736,-25.008,-152.69,-96.275,-186.55,14.518,-67.995,298.93,-37.507,-119.18,-6.9997,-70.49,-138.72,-203.52,-136.73,-288.22,-385.56,-235.94,-116.09,-199.75
47.873,-47.936,-339.84,-1029.5,-573.26,-90.234,-272.48,-231.48,-93.072,249.86,-68.967,53.46,-6.2642,-39.008,-141.69,-95.275,-188.55,39.518,-64.995,247.93,-27.507,-86.176,21,-80.49,-99.715,-206.52,-131.73,-268.22,-346.56,-220.94,-128.09,-198.75
47.874,-126.94,-417.84,-1123.5,-623.26,-185.23,-352.48,-344.48,-186.07,146.86,-113.97,-48.54,-93.264,-108.01,-196.69,-185.27,-253.55,-42.482,-134,193.93,-64.507,-158.18,-20,-90.49,-205.72,-214.52,-170.73,-299.22,-398.56,-228.94,-221.09,-307.75
47.874,-247.94,-565.84,-1250.5,-773.26,-329.23,-520.48,-496.48,-307.07,92.855,-225.97,-193.54,-195.26,-284.01,-357.69,-386.27,-406.55,-44.482,-158,201.93,-140.51,-221.18,-46,-114.49,-295.72,-212.52,-197.73,-378.22,-473.56,-277.94,-263.09,-385.75
47.875,-279.94,-621.84,-1309.5,-860.26,-410.23,-559.48,-596.48,-349.07,118.86,-292.97,-279.54,-202.26,-361.01,-419.69,-403.27,-465.55,25.518,-108,173.93,-103.51,-150.18,-45,-133.49,-191.72,-155.52,-168.73,-247.22,-385.56,-230.94,-203.09,-330.75
47.876,-210.94,-639.84,-1387.5,-937.26,-534.23,-593.48,-744.48,-333.07,213.86,-340.97,-396.54,-86.264,-393.01,-338.69,-395.27,-453.55,-91.482,-109,81.932,-82.507,-167.18,-73,-107.49,-118.72,-125.52,-136.73,-149.22,-305.56,-179.94,-177.09,-349.75
47.877,-151.94,-695.84,-1480.5,-985.26,-654.23,-644.48,-860.48,-302.07,290.86,-324.97,-501.54,1.7358,-466.01,-266.69,-435.27,-448.55,-204.48,-143,-3.0677,-147.51,-223.18,-59,-70.49,-91.715,-128.52,-87.729,-170.22,-293.56,-203.94,-156.09,-310.75
47.878,-179.94,-711.84,-1490.5,-992.26,-701.23,-647.48,-876.48,-300.07,246.86,-287.97,-520.54,-28.264,-473.01,-290.69,-409.27,-443.55,-282.48,-219,-67.068,-217.51,-269.18,-75,-78.49,-139.72,-154.52,-121.73,-189.22,-338.56,-257.94,-233.09,-335.75
47.878,-246.94,-722.84,-1491.5,-1018.3,-670.23,-661.48,-843.48,-344.07,176.86,-353.97,-530.54,-103.26,-518.01,-347.69,-432.27,-490.55,-324.48,-277,-89.068,-240.51,-291.18,-134,-130.49,-219.72,-226.52,-210.73,-294.22,-396.56,-306.94,-312.09,-431.75
47.879,-220.94,-685.84,-1445.5,-965.26,-573.23,-603.48,-757.48,-317.07,179.86,-317.97,-446.54,-92.264,-509.01,-315.69,-383.27,-464.55,-258.48,-239,-59.068,-181.51,-242.18,-125,-153.49,-202.72,-251.52,-219.73,-339.22,-393.56,-327.94,-264.09,-381.75
47.88,-187.94,-589.84,-1371.5,-865.26,-504.23,-539.48,-652.48,-270.07,186.86,-244.97,-340.54,-86.264,-404.01,-299.69,-350.27,-424.55,-230.48,-226,-60.068,-150.51,-233.18,-98,-150.49,-215.72,-205.52,-218.73,-290.22,-431.56,-307.94,-302.09,-407.75
47.881,-209.94,-539.84,-1335.5,-781.26,-432.23,-514.48,-560.48,-295.07,173.86,-256.97,-302.54,-108.26,-373.01,-342.69,-388.27,-445.55,-239.48,-218,-57.068,-161.51,-223.18,-92,-143.49,-184.72,-189.52,-204.73,-285.22,-473.56,-281.94,-255.09,-392.75
47.882,-161.94,-467.84,-1220.5,-703.26,-323.23,-427.48,-412.48,-235.07,220.86,-194.97,-191.54,-47.264,-279.01,-276.69,-325.27,-368.55,-214.48,-186,41.932,-158.51,-209.18,-65,-130.49,-136.72,-187.52,-166.73,-271.22,-405.56,-298.94,-131.09,-278.75
47.882,-128.94,-380.84,-1131.5,-618.26,-225.23,-355.48,-287.48,-154.07,211.86,-131.97,-107.54,-88.264,-200.01,-224.69,-294.27,-331.55,-175.48,-180,83.932,-150.51,-220.18,-80,-152.49,-123.72,-194.52,-169.73,-267.22,-326.56,-316.94,-125.09,-222.75
47.883,-211.94,-413.84,-1160.5,-608.26,-198.23,-395.48,-268.48,-240.07,73.855,-183.97,-112.54,-217.26,-258.01,-291.69,-327.27,-391.55,-212.48,-223,68.932,-137.51,-239.18,-144,-204.49,-237.72,-264.52,-262.73,-352.22,-426.56,-358.94,-216.09,-331.75
