5.953749615466366407e+01,6.063477319002296184e+01,5.841631765064069981e+01
5.452432183611949768e+01,5.629192657554822432e+01,5.389212954477580553e+01
5.012317641430771431e+01,5.155634916176072835e+01,4.967903178678291454e+01
4.671107737330342502e+01,4.772083736395651243e+01,4.661681578287456773e+01
4.401601670307085357e+01,4.506679804450927662e+01,4.443194659130681146e+01
4.241351291500983223e+01,4.338607748253705410e+01,4.293235582905565195e+01
4.376585120740983115e+01,4.526061777354878046e+01,4.440091295730309184e+01
4.863974949486806310e+01,5.066010886961974791e+01,4.910451794218931099e+01
5.594064339066590463e+01,5.819326102440260229e+01,5.647353640719841650e+01
6.419901449621352185e+01,6.619840266860371969e+01,6.416224994713452645e+01
