5.602218943156321984e+01,5.778192545275358327e+01,5.684648857882118023e+01,5.875189542850269930e+01,5.609892799718157619e+01
5.547823907446311864e+01,5.578207011867802834e+01,5.418108010881199732e+01,5.711845572095325707e+01,5.445100729967690967e+01
5.480928165846685118e+01,5.457862178456083058e+01,5.319468152860951449e+01,5.617013527475709367e+01,5.423423200023547253e+01
5.371317360816652808e+01,5.312956296909355558e+01,5.192558748985554473e+01,5.486941575060472331e+01,5.291662747819459867e+01
5.136407257222596456e+01,5.003640210998845816e+01,4.964677359650723787e+01,5.259896402600328713e+01,4.988040820387622887e+01
4.892327265284047400e+01,4.815448332013299648e+01,4.723041044583388981e+01,5.046189666245540195e+01,4.850138843040583225e+01
4.951813915159885227e+01,4.958347086174454432e+01,4.776361264750725155e+01,5.171277741002502637e+01,5.018848963691454657e+01
5.282278628080638327e+01,5.277002068499654541e+01,5.176551065077128300e+01,5.506400751492515155e+01,5.372106544688508478e+01
5.846397185023705134e+01,5.825123853351778536e+01,5.862729432878789027e+01,5.954846000137323614e+01,5.956926075977875001e+01
6.550115617279661251e+01,6.513128127494123021e+01,6.557483717134900303e+01,6.583568293394445448e+01,6.649731601397799352e+01
