3.626784321591532745e+01,3.633352705556796991e+01,3.627519736793249905e+01
3.502149077187173276e+01,3.469911362690034906e+01,3.376630913117196542e+01
3.454788683562245666e+01,3.375279719624653296e+01,3.275779038937826471e+01
3.396916976779456832e+01,3.308648246943592852e+01,3.216130231700017106e+01
3.272078800556839440e+01,3.221477817118353926e+01,3.139709069016457477e+01
3.210002726803706707e+01,3.198493245413961006e+01,3.057172611685880170e+01
3.258975240550652330e+01,3.251686558436816199e+01,3.125464590216606098e+01
3.462638491154616815e+01,3.444670633446175145e+01,3.334928489871054325e+01
3.827060904688513432e+01,3.833235792653849927e+01,3.671671171560804225e+01
4.201230310853024008e+01,4.225339994915947983e+01,4.087158314848732488e+01
