2.795605207916056401e+01,2.764777306961834924e+01,2.849346163704240098e+01,2.811356545640022730e+01,2.800660284202841410e+01,2.884293742731204091e+01,2.827860889704474445e+01,2.780671536946323030e+01,2.828702742448469110e+01,2.788616086072775957e+01
2.543519002236490323e+01,2.476282843760987973e+01,2.634182775356668316e+01,2.585354191700690052e+01,2.549326511976305198e+01,2.622404917735778440e+01,2.544416364805461583e+01,2.604545673909964165e+01,2.513266838148978621e+01,2.505769392851714272e+01
2.293031154298527952e+01,2.238956940668941797e+01,2.344408426269928114e+01,2.336773801283974450e+01,2.264475034414243737e+01,2.381807923448846154e+01,2.251526452042969595e+01,2.361563626534190519e+01,2.214797584639992678e+01,2.267394089326108642e+01
2.086327004544017072e+01,2.051039588332118058e+01,2.106055258619599257e+01,2.194143227015275954e+01,2.007143051903034348e+01,2.141972820765385777e+01,2.059676072403988911e+01,2.095931701256307989e+01,2.084374637665183627e+01,2.082888381653147647e+01
1.963597027677491980e+01,1.915338187200533682e+01,1.969090870478228084e+01,2.076761984911320269e+01,1.846155340403565503e+01,2.032830364686881097e+01,1.992471070770217878e+01,1.955303284177405843e+01,2.027589698989149625e+01,1.990484263942820320e+01
1.951559153323414719e+01,1.870656696563732879e+01,1.939350293501971478e+01,2.032700979650725515e+01,1.839899468808696170e+01,1.952120441369782711e+01,2.009723145683399537e+01,1.947825683757547566e+01,2.000483200625200197e+01,2.024005403980693885e+01
2.130641920674223400e+01,1.948607998143945608e+01,2.056288005313404099e+01,2.148976631859428110e+01,2.016056983866054964e+01,2.057403956430747627e+01,2.074036371091854392e+01,2.040438973730593730e+01,2.093220784393481537e+01,2.102443415451919861e+01
2.358053867063786768e+01,2.209009002143014300e+01,2.302238560737955808e+01,2.336902766147937527e+01,2.231161949346971340e+01,2.318284546038472627e+01,2.292153625853640975e+01,2.247593060564180689e+01,2.309888534010315198e+01,2.251051828497910634e+01
2.597192312530529890e+01,2.479980085732033857e+01,2.585089551494732518e+01,2.616418781627740486e+01,2.464041716663179216e+01,2.642209565117316927e+01,2.478573371869990183e+01,2.506813493297326545e+01,2.559864882762891725e+01,2.483448433252781484e+01
2.924859127927236102e+01,2.870406339862027423e+01,2.975156251927352713e+01,2.928504039190217156e+01,2.822589403498054850e+01,2.984652962603301418e+01,2.862866930801284582e+01,2.836397024528388400e+01,2.895405154505666090e+01,2.839117927857903112e+01
