5.018482969174143449e+01,5.011101658006035109e+01,4.917422440594319255e+01
4.530463098031940916e+01,4.600347505271227533e+01,4.432699720089129869e+01
4.149920176490551427e+01,4.250216932782475965e+01,4.124253921257252387e+01
3.717479542959944183e+01,3.916067756062123806e+01,3.682592049666614287e+01
3.418053584388182031e+01,3.557501210849231654e+01,3.414826617797688613e+01
3.490765351388186133e+01,3.498804126479879528e+01,3.484950642883840288e+01
3.755110574979441651e+01,3.729218373406902742e+01,3.695844902800191534e+01
4.163483216175199431e+01,4.164032248700494421e+01,4.079459980991516943e+01
4.618068393658670345e+01,4.664428326190004981e+01,4.499368705798796242e+01
5.225106095095646452e+01,5.241590919036406859e+01,5.070609471731248163e+01
