5.285723838146176945e+01,5.458162369976158601e+01,5.314201992285902776e+01
4.769284870267064491e+01,4.979978777980641524e+01,4.769062010252469719e+01
4.400855967927783041e+01,4.452532301057983233e+01,4.397429137225365281e+01
3.983555736755723586e+01,4.028006113204637018e+01,3.990498500785307812e+01
3.701705529295829677e+01,3.817023212047458713e+01,3.719578843634272403e+01
3.713766725969795601e+01,3.825757450927795844e+01,3.682710123113429290e+01
3.964277081493695931e+01,3.981091526064682995e+01,3.844626194996002511e+01
4.494949424045322672e+01,4.508447858469842373e+01,4.398517093645376974e+01
5.008686593830574907e+01,5.118323191860056909e+01,5.028662833927897680e+01
5.674713240776539891e+01,5.885945574936420144e+01,5.806364020961359529e+01
