2.650991508564453625e+01,2.586695252309730719e+01,2.544361096638719744e+01,2.606386500475557710e+01,2.515975443600921579e+01,2.583396109736131763e+01,2.616610165609415972e+01,2.540689609629322376e+01,2.521514696030528313e+01,2.648860832068291060e+01
3.740366290519357761e+01,3.777636105728379334e+01,3.757321135372628618e+01,3.802337004431918643e+01,3.768834057535584492e+01,3.697135896549734468e+01,3.740195380645208445e+01,3.714585228766257075e+01,3.697541690626054844e+01,3.878743958666638036e+01
4.731538527558389973e+01,4.887981850388205629e+01,4.868905911147514587e+01,4.876078476936714168e+01,4.846672375942260658e+01,4.744173350204924589e+01,4.772133284057214553e+01,4.804673373578684448e+01,4.708163428932279970e+01,4.976262288729009953e+01
5.703013920898415989e+01,5.795701448579742276e+01,5.880754840835044917e+01,5.873462539417844397e+01,5.790764533829297989e+01,5.688497835686947468e+01,5.731231693401912963e+01,5.780854689099132315e+01,5.650111985450682539e+01,6.012487951063143043e+01
6.521378159879358805e+01,6.571290140250604850e+01,6.692954249332066752e+01,6.667709434958536008e+01,6.624007860669452441e+01,6.474852311891254431e+01,6.566813424102535635e+01,6.640438391869386692e+01,6.485952021890732055e+01,6.795169792180095669e+01
7.244521120537977765e+01,7.205263617805293563e+01,7.394059581673678849e+01,7.311015738654450047e+01,7.295474698387876344e+01,7.163422362105688990e+01,7.324819207522854470e+01,7.306605388518801192e+01,7.221481676576938469e+01,7.406299897278162803e+01
7.856027418324048028e+01,7.752421540474890094e+01,8.005932806282531544e+01,7.863136085960270805e+01,7.950695906192348161e+01,7.832533844521906019e+01,7.900343345581373455e+01,7.841869149815050832e+01,7.817531182523184441e+01,7.970549768035978389e+01
8.293666839010820979e+01,8.173201973054921154e+01,8.463471805025859851e+01,8.306728378058821249e+01,8.391081018424958415e+01,8.335616014819338204e+01,8.321410676984264398e+01,8.338400012108735382e+01,8.350895106199190820e+01,8.406020020669872395e+01
8.503305964493445401e+01,8.386132594271573737e+01,8.620482845815944017e+01,8.592883878365701378e+01,8.550160943350611831e+01,8.615905945390464638e+01,8.529389766627045333e+01,8.613939166115244461e+01,8.718920937577915709e+01,8.638613014801468637e+01
8.775496274302089716e+01,8.697658842768430532e+01,8.825508024846227784e+01,8.957932877286874884e+01,8.884010465691660841e+01,8.983287086388598652e+01,8.768058550958716069e+01,8.871020640292702808e+01,9.093245544696661398e+01,8.888792603607116405e+01
