2.147268175878722474e+01,2.082023185071649962e+01,2.080128455884498706e+01,2.116289277279241787e+01,2.144931825026941041e+01,2.049325610259483454e+01,2.113151009674601610e+01,2.047031067149715966e+01,2.103679821088113044e+01,2.071007661446290982e+01
2.934488783730076378e+01,2.881504829968463710e+01,2.865277270235712237e+01,2.917115739156880849e+01,2.981156434827019552e+01,2.900556227582188740e+01,2.844198695759274997e+01,2.861533419409747481e+01,2.942888488545205306e+01,2.924339757004928941e+01
3.696428864011421922e+01,3.640969567042467503e+01,3.593526320434136068e+01,3.723813617382288044e+01,3.663587602554567724e+01,3.644702237256263544e+01,3.536318027352906768e+01,3.621598427350807015e+01,3.731171576213125718e+01,3.715070493978346633e+01
4.418599314170953818e+01,4.378484433480156213e+01,4.307288351526275250e+01,4.487941858320414212e+01,4.322357106411068628e+01,4.361923922160015366e+01,4.257728971749504865e+01,4.408227661147799381e+01,4.569537489473177061e+01,4.413460751206378063e+01
5.049930615148849000e+01,4.922987844276770630e+01,4.878708999581809991e+01,5.071146213902487432e+01,4.840610811277824865e+01,4.989868534462858207e+01,4.898290832317590571e+01,5.037385036815399530e+01,5.139893598248011131e+01,5.025671518873188148e+01
5.454738264771127376e+01,5.344193533002852092e+01,5.258864684867085515e+01,5.482417513046112134e+01,5.268511137294475333e+01,5.522098692560724231e+01,5.368098292080181722e+01,5.469401354080051192e+01,5.504463245678675776e+01,5.484329131611612951e+01
5.797278897512654794e+01,5.685647271392988955e+01,5.633984149147559606e+01,5.882339889629189145e+01,5.704411636429154697e+01,5.943238736323550597e+01,5.790762575746546048e+01,5.825477226550693644e+01,5.776718624383302370e+01,5.823524592525253496e+01
6.118433329222028050e+01,6.034433031387414559e+01,5.959746676178562552e+01,6.232072888400365684e+01,6.059056120024182235e+01,6.277945185093497571e+01,6.181830306075078596e+01,6.143073648206689796e+01,6.014018666768735244e+01,6.160569250129567109e+01
6.420897277446886164e+01,6.302293318043934534e+01,6.257076986377946071e+01,6.460238478188853151e+01,6.365850506632255446e+01,6.505543230036515467e+01,6.423957093728589030e+01,6.366621195050353776e+01,6.158103983647274049e+01,6.362656258966154610e+01
6.740695728456535107e+01,6.638773311101432739e+01,6.582260930780287822e+01,6.747288755485659806e+01,6.727668296389504121e+01,6.758923080974525988e+01,6.700719396914433901e+01,6.589898051705826276e+01,6.367253469034803715e+01,6.598067739304333656e+01
