2.350135084547844144e+01,2.433470541502026663e+01,2.336567008751546837e+01,2.435248736250004598e+01,4.733532027227578709e+01
2.055448998322489018e+01,2.110065157529761137e+01,2.041788853248270286e+01,2.106555557958828473e+01,3.598859411177478052e+01
1.803473866413728999e+01,1.863215274210816830e+01,1.800334553173961893e+01,1.846636944687720572e+01,6.790794444295417520e+01
1.652585237215996017e+01,1.700568265347281738e+01,1.666983599081596878e+01,1.708874973983987644e+01,5.054090501045421036e+01
1.559989552987045869e+01,1.620637534488634657e+01,1.575939059415729560e+01,1.630380831690017018e+01,4.417423898065715804e+01
1.530151631098965304e+01,1.567712791767003822e+01,1.539571900200002297e+01,1.591639814939187936e+01,3.640686758562932823e+01
1.653645400645489261e+01,1.680382734436260961e+01,1.645541039513567938e+01,1.674281096143711522e+01,4.679541046217162403e+01
1.823593631308880347e+01,1.830717479556896521e+01,1.812301649860368968e+01,1.833540519826587811e+01,7.539999964353123119e+01
2.048826809387721326e+01,2.058676900611023086e+01,2.033154672330968538e+01,2.046961639441516212e+01,7.188843930883858491e+01
2.323111087764840121e+01,2.323043309274047630e+01,2.302612113813075112e+01,2.328240561510199313e+01,5.394776211841276847e+01
