3.239500505305807110e+01,3.320425473967171826e+01,3.284061471815024191e+01,3.253081220728911660e+01,3.197261271802078042e+01
2.873767688012522115e+01,2.948044652613149808e+01,2.943048298037012955e+01,2.901178867055455157e+01,2.842925471036671325e+01
2.701846877549014536e+01,2.800078401838588249e+01,2.791318673576357057e+01,2.769043906281338252e+01,2.690133759786027667e+01
2.545124208534953780e+01,2.662118277599752147e+01,2.644324471646416441e+01,2.635897739913156101e+01,2.545430003390886142e+01
2.481413559659247881e+01,2.567696435159432156e+01,2.542504359767437450e+01,2.554871340276034886e+01,2.495987763055484621e+01
2.434389028231778340e+01,2.478827808636438235e+01,2.462654395143205477e+01,2.454468483240378518e+01,2.451841451161864072e+01
2.532980287858517698e+01,2.531553935727382409e+01,2.523412962183094166e+01,2.526339600369448135e+01,2.549830089866879490e+01
2.694560091494081533e+01,2.702533156680735615e+01,2.702024948011302641e+01,2.704499106621837967e+01,2.708488454521274846e+01
3.060667015926040690e+01,3.066102254391232407e+01,3.068512705934027451e+01,3.067740861362415927e+01,3.037541708373814586e+01
3.381544135701669518e+01,3.394435347732368058e+01,3.402283783434149456e+01,3.389252072872135813e+01,3.349547261239173679e+01
