2.249865054430291877e+01,2.285093517517322681e+01,4.979797463710728149e+11,2.238231933734446599e+01,2.263585925825666578e+01
2.002567177499949835e+01,2.016294330641473920e+01,5.233477433488937988e+11,2.006109666780961476e+01,2.013339358104809307e+01
1.778057258417068098e+01,1.786548443790249507e+01,3.965514917667756958e+11,1.788376104100105479e+01,1.784237497598833500e+01
1.633825212909352231e+01,1.640313585523012918e+01,5.433354335623966217e+10,1.648228782098311029e+01,1.634485001244884828e+01
1.559425537659997474e+01,1.570221868278505362e+01,1.389904850031475830e+11,1.566479515179210935e+01,1.562233451923576766e+01
1.522951163555148035e+01,1.537263086812357038e+01,8.165409846843537903e+10,1.525543940828388756e+01,1.526647484144247002e+01
1.636425750444091776e+01,1.653168711579657568e+01,6.133329223491316986e+10,1.639347262136987027e+01,1.648293942718361649e+01
1.785494630589508702e+01,1.808381929608783167e+01,6.513951690933706665e+10,1.794675131598173223e+01,1.802671327609278151e+01
1.976936100969340870e+01,1.995171348508903719e+01,2.481532736046529846e+11,1.979033013921035433e+01,1.991918594126541819e+01
2.233473501661507044e+01,2.247680468188264058e+01,8.763451500156883240e+10,2.244602109578224969e+01,2.248212232999205895e+01
