3.572387992570588011e+01,3.561839813940218846e+01,3.641193356158377270e+01,3.654911072800877037e+01,3.568145113822191661e+01
3.164735975212857610e+01,3.176822251312946932e+01,3.241526345894676098e+01,3.217027062532357462e+01,3.147611777437442626e+01
3.000656090144928712e+01,2.968760222370870139e+01,3.100928198635459765e+01,3.090178976549387002e+01,2.946107745411622147e+01
2.792826616408791196e+01,2.784325225834707496e+01,2.926430653081044397e+01,2.956900112049491369e+01,2.777270597468129765e+01
2.740487548186565547e+01,2.734295757632930801e+01,2.799279360584699461e+01,2.862612606153114925e+01,2.715718949379967384e+01
2.678823430999146638e+01,2.689947802927926901e+01,2.712094074123278986e+01,2.728280273475196083e+01,2.681757868330488748e+01
2.790880747366739456e+01,2.793144675949974953e+01,2.785254245297310405e+01,2.800895337857353695e+01,2.788193231283789686e+01
2.970514854842753394e+01,2.987369912774386194e+01,2.980106099470642533e+01,2.985617775653453521e+01,2.993122966231958415e+01
3.344622031015367725e+01,3.343256823049516413e+01,3.381067839471378988e+01,3.406413765275186734e+01,3.378894967299265772e+01
3.702875745254819151e+01,3.689339583571318570e+01,3.788745008011218829e+01,3.794364667440321170e+01,3.751430754372350407e+01
