2.297366488317699407e+01,2.407281440486272217e+01,2.307867623518144384e+01,2.302002908018059912e+01,2.298332910863465273e+01
2.078590277025056565e+01,2.100080977177355379e+01,2.066418801529007609e+01,2.054997628958545164e+01,2.054383027552490404e+01
1.865965423864038186e+01,1.897456585519784156e+01,1.867531092081911126e+01,1.871147814727787306e+01,1.868394075255093512e+01
1.724630835100912662e+01,1.782346285054631352e+01,1.723571096611707176e+01,1.727738207201367615e+01,1.724767208954333597e+01
1.665425030870841994e+01,1.698596900552417921e+01,1.664831199839977316e+01,1.649272649460588624e+01,1.670045098837657349e+01
1.635247039259554214e+01,1.640890932002000469e+01,1.635272646465229229e+01,1.620538338496511699e+01,1.632685692024078250e+01
1.747812502747495245e+01,1.736694857565787231e+01,1.746249327588899902e+01,1.732830605796038270e+01,1.738276826873320857e+01
1.868563339499168663e+01,1.853703603632781949e+01,1.857347485123807473e+01,1.856934124698887700e+01,1.855788265182682295e+01
2.068271667681828418e+01,2.081329289408924410e+01,2.059511572561800108e+01,2.078476878753783197e+01,2.059000466003367791e+01
2.273355611176500446e+01,2.281760677430192885e+01,2.277177954705486584e+01,2.281070782330762725e+01,2.279234509378436258e+01
