2.449044711995906454e+01,2.395150423460946598e+01,2.429319649707699469e+01,2.439024908200054043e+01,2.367830680179624281e+01,2.446925178439843052e+01,2.456454237491718473e+01,2.436738474862593762e+01,2.422701205444956329e+01,2.336165950104915723e+01
2.230328284072410838e+01,2.202925413965025569e+01,2.213131452263680998e+01,2.210373603241211171e+01,2.191442584060729715e+01,2.169981414150354126e+01,2.267180972561162378e+01,2.221424202009706050e+01,2.204801121829103749e+01,2.120563493558262991e+01
2.089037207225538850e+01,2.021971157332764690e+01,2.036283334045659643e+01,2.057654819761155096e+01,2.013348624118977526e+01,1.975993222739638000e+01,2.070896105156442246e+01,2.043101797583996770e+01,2.029242843385916828e+01,1.988244017895130966e+01
1.910240204419487142e+01,1.886661850192454892e+01,1.904376817850954851e+01,1.862435515585617907e+01,1.809943342525717824e+01,1.779580454026429948e+01,1.860073055596430436e+01,1.874489480577863532e+01,1.825322337590290545e+01,1.854450093670645217e+01
1.776618806063961387e+01,1.806211600375737447e+01,1.753408411104122067e+01,1.765011295845992478e+01,1.730426473217690742e+01,1.707630387645616210e+01,1.763103231010367011e+01,1.804792581236223725e+01,1.762708946001161081e+01,1.783388610366094795e+01
1.708248477401010135e+01,1.715921923739613675e+01,1.725546927235829742e+01,1.721733522058299926e+01,1.716835975309413342e+01,1.706477424098896023e+01,1.720063494379963487e+01,1.722227954848400344e+01,1.685217920709021300e+01,1.709962840198851808e+01
1.891361367314393149e+01,1.926496706928734781e+01,1.876428266877162443e+01,1.858394424720868088e+01,1.914335411038744894e+01,1.822972799083757778e+01,1.855727291733975193e+01,1.858572915842561812e+01,1.859600057287964603e+01,1.823665849684348217e+01
2.050585509893249281e+01,2.070004956104690663e+01,2.043935976492623041e+01,1.958374409042308883e+01,1.991223036472375085e+01,1.962413349950556096e+01,2.001218224972569004e+01,2.014500844448702921e+01,2.000693506755397166e+01,1.989149667740716865e+01
2.254401277844976903e+01,2.226756391626599907e+01,2.205148746769558699e+01,2.186713111216717209e+01,2.207865206763324650e+01,2.153864310687012917e+01,2.227604785563662304e+01,2.235224394898066791e+01,2.155183058200663737e+01,2.164843806806982229e+01
2.489732979721181394e+01,2.421562776555073171e+01,2.376256590414035230e+01,2.349126502573093234e+01,2.403671714579450835e+01,2.354094423855011442e+01,2.397557388687852509e+01,2.430176863165457490e+01,2.401190952120155586e+01,2.468670497401037522e+01
