4.010485770462685906e+01,3.991929236221409383e+01,3.985204893562733020e+01,3.968785042774367611e+01,3.996303985548499327e+01,3.922230173234116535e+01,4.052380114885210816e+01,4.062038903497232667e+01,4.023778227042216571e+01,4.000338940566106061e+01
3.687409677587864820e+01,3.755744018799870787e+01,3.715933497085244142e+01,3.736602781114995508e+01,3.712910865987407050e+01,3.648115527584905493e+01,3.758824275366337275e+01,3.719283339981424774e+01,3.837000693997944722e+01,3.737174556737148379e+01
3.532225963131003255e+01,3.722239181152249188e+01,3.640111546966878819e+01,3.617822012803824094e+01,3.731604836225314870e+01,3.596469424523097302e+01,3.668152245307241088e+01,3.692268612881190393e+01,3.800397296295383853e+01,3.617463382214555878e+01
3.368992597640254161e+01,3.590664422540018563e+01,3.429913239075995079e+01,3.463174569281078874e+01,3.612685242597413549e+01,3.508924384400807384e+01,3.480446726354607989e+01,3.579572805420236392e+01,3.639678743437942643e+01,3.510056309055936197e+01
3.357305869550583566e+01,3.491587565530828385e+01,3.325684443042293026e+01,3.375908512582075360e+01,3.541199937794448971e+01,3.409140107200404657e+01,3.331867421193104661e+01,3.511538803541928644e+01,3.420127669165577089e+01,3.449128444099338253e+01
3.338564586505057719e+01,3.448774240001273483e+01,3.292976064643828948e+01,3.338798235177008422e+01,3.396994949063678604e+01,3.377734306558145505e+01,3.331882067151535409e+01,3.455514288257501931e+01,3.410274200035451031e+01,3.402834246763471526e+01
3.497702557680815261e+01,3.574622851069688778e+01,3.397811756699018559e+01,3.423679588900609616e+01,3.473964581463432211e+01,3.482795545079983413e+01,3.472665450178831037e+01,3.531362091899303834e+01,3.486957694967839672e+01,3.424756529779979530e+01
3.720644406856712294e+01,3.743343357236361157e+01,3.746644507083936304e+01,3.674488450544831863e+01,3.671992711126819131e+01,3.695952999614045353e+01,3.711575410837106404e+01,3.705346381119583299e+01,3.707264329243656675e+01,3.627766066409423473e+01
4.123934661672836910e+01,4.174281924710267333e+01,4.278043222477954544e+01,4.076871168056872818e+01,4.158962510195078011e+01,4.116725135088664445e+01,4.169438740644972796e+01,4.096094018323271513e+01,4.152934796391430439e+01,4.077270391154336693e+01
4.452604061657865486e+01,4.574397565700635226e+01,4.637129098974529029e+01,4.413289918526798772e+01,4.587439613825451801e+01,4.493700147206259032e+01,4.571748376366182498e+01,4.528761812176171020e+01,4.507162829551149485e+01,4.451507466338495789e+01
